simposio	ID:609 	Ecología evolutiva y genética de la conservación de plantas dioicas. 	DIVERSIDAD GENÉTICA DE LA PAPAYA SILVESTRE EN MÉXICO  	Carica papaya, diversidad genética, flujo génico, dioicismo, México 	La papaya (Carica papaya) es la tercera fruta tropical de mayor producción a nivel mundial, siendo México el principal país exportador. En su forma silvestre, la papaya se distribuye de manera natural en las selvas tropicales y sub-tropicales de México. En estado natural, C. papaya es un árbol raro, de corta vida y rápido crecimiento, asociado a claros o sitios con disturbio. Las principales diferencias entre la papaya silvestre y la cultivada radican en el tamaño del fruto y en su morfología floral. Los frutos silvestres tienen un tamaño comparativamente menor, conteniendo casi sólo semillas y un mesocarpo muy delgado. Asimismo, las poblaciones naturales de papaya son estrictamente dioicas, mientras que en papayas cultivadas se pueden encontrar individuos hermafroditas. Al ser dioicas, son más vulnerables a cambios en su ambiente ya que dependen de la presencia de individuos de ambos sexos y de polinizadores y dispersores para una reproducción exitosa. Durante las últimas décadas, su hábitat natural ha sido altamente fragmentado y deforestado, a pesar de esto, poco se sabe sobre el estado de la diversidad genética de poblaciones silvestres. En este estudio se analizó la diversidad genética de la papaya silvestre en su distribución natural de México con marcadores de ADN nuclear y de cloroplasto. Los resultados preliminares para 19 poblaciones de papaya silvestre sugieren niveles moderados de diversidad genética, siendo menores en la zona de la península de Yucatán. Estimaciones de flujo génico y diferenciación poblacional señalan un bajo flujo génico entre poblaciones y una alta estructuración poblacional, así como varias barreras que impiden el flujo de genes. El dioicismo, su corta vida y el bajo flujo génico detectado en poblaciones silvestres de papaya, comprometen la persistencia de la especie de manera natural, así como su reservorio genético y el potencial evolutivo de esta importante especie. 
simposio	ID:924 	Biogeoquímica del carbono en ecosistemas áridos y semiáridos de México	DINÁMICA DEL CARBONO EN SUELO ASOCIADO A LEGUMINOSAS, BIOCOSTRAS Y SISTEMAS AGROFORESTALES DE UN ECOSISTEMA SEMIÁRIDO  	Biogeoquímica del carbono, Costras biológicas, Ecología microbiana, Islas de recursos, Matorrales xerófilos, Mimosa, Sistemas agroforestales. 	La dinámica del carbono (C) está poco documentada en ecosistemas semiáridos mexicanos. Se analizó cómo las especies de Mimosa (Leguminosae), las costras biológicas (CB) y los sistemas agroforestales (SAF) afectan la concentración del C  y la actividad microbiana del suelo en el Valle semiárido de Tehuacán-Cuicatlán, Puebla-Oaxaca, México. Desde el 2007, el C-total, C-inorgánico, C-orgánico, C-lábil, biomasa microbiana, mineralización de C y la abundancia de grupos microbianos del suelo, han sido monitoreados durante secas y lluvias, en 17 diferentes sitios dentro del Valle. El suelo se colectó (profundidad 20 ó 3cm) de al menos cinco sitios y dos de las siguientes condiciones: i) islas de recursos (IR) de Mimosa spp., ii) CB en IR-M. luisana, iii) CB fuera de IR (CB-FIR), iv) áreas abiertas (AA), y v) SAF vs manejo agrícola y vegetación conservada (VC). El suelo en IR registró mayor concentración y mineralización del C que en AA. M. luisana y M. texana favorecen en mayor magnitud la disponibilidad y transformación del C que M. polyantha. Las concentraciones de C-orgánico, C-lábil y la mineralización del C; así como la biomasa microbiana y la abundancia de bacterias y hongos, fueron mayores en el suelo debajo de CB-IR-M. luisana, intermedios bajo CB-FIR y menores en AA. Los SAF y la VC tuvieron similares concentraciones de C-total, C-orgánico, biomasa microbiana y mineralización de C, con valores mayores que el suelo agrícola. Este estudio revela que: (1) Mimosa influye positivamente sobre la dinámica estacional del C, (2) Hay un efecto diferencial entre las especies de Mimosa, (3) Las CB incrementan las transformaciones del C tanto dentro de IR-M. luisana como fuera de IR, y (4) Los SAF favorecen, en comparación con el manejo agrícola, la concentración del C y la actividad microbiana del suelo con mecanismos biogeoquímicos similares a la vegetación conservada. 
simposio	ID:542 	Resiliencia y resistencia frente al desequilibrio de las zonas costeras	PÉRDIDA DE LA NATURALIDAD Y CAPACIDAD DE RESILIENCIA EN PLAYAS Y DUNAS POR IMPACTO ANTROPOGÉNICO: ESTUDIO DE CASO; LA COSTA NORTE DE YUCATÁN  	Naturalidad del paisaje, rigidización, impermeabilización, cambio climático global, infraestructura residencial y turística 	Se estima la pérdida de naturalidad, por la transformación del espacio litoral debida al incremento y extensión de los asentamientos humanos instalados en la barrera arenosa, los cuales interrumpen los procesos funcionales que regulan el traslado de flujos de agua y sedimentos que garantiza la existencia de las playas y la misma barrera arenosa. El cambio se debe a la obstrucción física que representa el proceso de urbanización al interponerse a manera de una barrera física y sello que impermeabiliza el sustrato a los desplazamientos de flujo vertical y horizontal de energía y materia, modificando la estructura espacial conforme se sustituye el uso del suelo por asentamientos humanos turísticos y residenciales. Lo anterior resta funcionalidad al sistema costero, debido a una reducción de la elasticidad para que operen los pulsos de eventos extraordinarios que requieren de espacios para disipar y amortiguar los efectos de su energía, ante la subida del nivel del mar, las mareas de tormenta y la variabilidad ambiental del cambio climático global. Se utilizó el sistema de información geográfica ArcGisTM versión10.2.2. sobre el mosaico de imágenes de Google EarthProTM para medir por medio de una escala gradual, degradación del paisaje costero, ello significa ir del paisaje más transformado por artificialidad al más natural. Se consideró la fisonomía fisiográfica como marco de referencia espacial. Los resultados muestran que la re- densificación de la infraestructura y el equipamiento residencial, portuario y turístico, están obstruyendo la funcionalidad de la zona costera. 
simposio	ID:827 	Resiliencia y resistencia frente al desequilibrio de las zonas costeras	DINÁMICA EN SISTEMAS ARRECIFALES: CONTRIBUCIÓN DE LA NATURALEZA A LA PROTECCIÓN DE LAS COSTAS  	arrecifes, protección, huracanes, Caribe 	El proceso natural de erosión en las costas del mundo se incrementa en los períodos de elevación del nivel del mar y se agudiza con la modificación de los ambientes naturales con la ocupación humana. Las playas de arena al ser utilizadas por el turismo, sufren cambios drásticos en su constitución y funcionamiento y muchas han perdido la capacidad de mantener su equilibrio ante la energía del oleaje que las embiste y sufren de procesos de erosión. Es sabido que las estructuras arrecifales son importantes disipadores de la energía del oleaje y pueden contribuir a la protección de la playa aledaña. Sin embargo, el alcance de la protección bajo distintas condiciones (particularmente las extremas) se desconoce. El presente trabajo utiliza estudios numéricos para explicar la forma en que mientras el huracán Wilma devastó la playa de Cancún, la playa de Puerto Morelos (20 km al sur) resistió y se vio favorecida a pesar de que ambos sitios fueron sujetos a las mismas condiciones marinas y atmosféricas. Se demostró que el arrecife de borde redujo la energía del oleaje, promovió la captación de arena y pudo haber servido como trampa de sedimento al sistema durante la llegada, permanencia y retirada de la tormenta. 
simposio	ID:905 	Resiliencia y resistencia frente al desequilibrio de las zonas costeras	MANGLARES Y FITOPLANCTON EN LAGUNAS COSTERAS CON DINÁMICAS HIDROLÓGICAS VARIABLES  	resiliencia, lagunas costeras, manglares, fitoplancton, epibentos,peces, salinidad, nutrientes, taninos 	En Veracruz hay más de 30 lagunas costeras de diferente tamaño y conformación. Una característica común es la boca que las conecta con el mar: por ejemplo, la de Sontecomapan permanece abierta todo el año y la de La Mancha se cierra en época de nortes. La boca también puede ser estrecha como el Laguna Grande y Chica, lo que constituye una resistencia al flujo de marea. En La Mancha predominan condiciones estuarinas (27.6‰), mientras que en Laguna Grande y Chica predominan las oligohalinas (8.4‰); estas son lagunas someras, con baja transparencia, alta temperatura, poco oxígeno y pH neutro o básico. La composición del fitoplancton, epibiontes y peces está fuertemente asociada a la concentración de amonio, nitratos y fosfatos, pero también a la cobertura de manglar, que es una fuente de nutrientes, detritos, taninos, y ácidos fúlvicos y húmicos. La distribución heterogénea de las concentraciones de estos elementos genera hábitats en donde se forman comunidades de especies características. Por su parte, la estructura y composición de los manglares depende de los aportes continentales de nutrientes a la laguna (los manglares que reciben aguas de sedimentos volcánicos tienden a ser más altos y productivos) y de los aportes de iones de la marea (lo manglares de mayor tamaño están en salinidades de 15 a 20‰). La comunicación de las lagunas con el mar a través de barras regula la mezcla de aportes continentales y marinos. La resiliencia de estos sistemas está en riesgo por el manejo inadecuado de las bocas, ya sea como consecuencia de dragados innecesarios o por la construcción de espigones que no evita el paso de los sedimentos pero que al afectar la frecuencia de apertura y cierre de las bocas pueden causar cambios drásticos en la composición de la comunidad, incluyendo mortalidades masivas de especies. 
simposio	ID:666 	Resiliencia y resistencia frente al desequilibrio de las zonas costeras	EL HIDROPERIODO Y LA RESILIENCIA DE LOS HUMEDALES  	almacén de carbono, almacén de agua, degradación, popales, tulares 	Los distintos tipos de humedales y su funcionamiento adecuado dependen de los niveles, temporalidad y duración de la inundación, es decir del hidroperiodo. Se trabajó en tres humedales herbáceos sujetos a distintos hidroperiodos, localizados en Boca Andrea, Cansaburros y Alvarado de la costa de Veracruz. En todos los casos, estos humedales están sometidos a uso ganadero con distinta intensidad, además del uso del fuego. Se muestreó la vegetación, se monitoreo el hidroperiodo a lo largo de dos años y se evaluó la capacidad que tienen los suelos de cada sitio para almacenar carbono orgánico y agua. Los resultados mostraron que los hidroperiodos son muy diferentes en cada sitio y ello ha impactado la composición florística y estructura de la vegetación, y ha afectado funciones fundamentales como la capacidad del suelo para almacenar agua y carbono orgánico. Se encontró que mientras menor es el tiempo de inundación, menor es la riqueza florísticade especies típicas del humedal, y menor es la cantidad de carbono orgánico y de agua que almacena el suelo. Ello conlleva a una pérdida de servicios ambientales. Se compararon los datos con los de un humedal bajo restauración en La Mancha. En este humedal se manipuló el hidroperiodo incrementando el tiempo de inundación como parte del proceso de restauración. Se observó que la riqueza de especies se incrementó, la estructura de vegetación se hizo más compleja y se recuperaron parcialmente los contenidos de carbono orgánico y la capacidad de almacenar agua del suelo. Ello muestra la capacidad de resiliencia de los humedales. Por tanto, puede darse una potrerización del humedal, pero si no se afecta el hidroperiodo, se mantienen funciones vitales. Bajo escenarios de cambio climático, es fundamental así mismo, mantener los niveles y periodos de inundación de los humedales para garantizar su funcionamiento. 
simposio	ID:541 	Resiliencia y resistencia frente al desequilibrio de las zonas costeras	EL PAPEL DE LA VEGETACIÓN EN LA RESILIENCIA Y RESISTENCIA DE LAS DUNAS COSTERAS  	dunas costeras, Ipomoea pes-caprae, protección, tormentas, erosión 	En la actualidad, las costas se enfrentan a dos factores de presión muy fuertes. Por un lado, la presión humana sobre las zonas costeras es intensa: en 2010, las zonas costeras ubicadas a menos de 10 msnm representaban menos del 2% te la superficie terrestre total del planeta, pero concentraban el 10% de la población mundial. Por otro, se pronostica una mayor frecuencia e intensidad de ciclones tropicales, combinado con incrementos en el nivel medio del mar. Lo anterior amenaza la integridad de las poblaciones costeras así como de las propiedades e infraestructura. En este escenario es fundamental encontrar estrategias de protección de la costa que mantengan la integridad y resiliencia de los ecosistemas costeros. En este trabajo se analizaron los efectos que tiene la cubierta vegetal en el movimiento de sedimento de la playa (erosión) por medio de experimentos de laboratorio. En un canal de oleajes se construyeron dos perfiles de playa (con y sin berma), todos con una duna en el fondo de la playa. Estas dunas tenían diferentes porcentajes de cubierta vegetal (Ipomoea pes-caprae) (nulo, bajo, medio y alto) y se utilizaron tres condiciones de tormenta (ligera, moderada e intensa). Encontramos que los patrones de erosión son más intensos con la presencia de berma que en los perfiles sin berma. Además, se observó que la vegetación reduce la erosión, sobre todo cuando el perfil de playa tenía una berma. El papel protector de la vegetación fue más evidente en condiciones de tormenta intensa. En resumen, nuestros experimentos indican que la vegetación reduce la erosión neta de las dunas independientemente del perfil de playa y del porcentaje de cubierta vegetal. 
simposio	ID:307 	Resiliencia y resistencia frente al desequilibrio de las zonas costeras	ACCIONES PARA FORTALECER LA RESILIENCIA DE LAS ZONAS COSTERAS  	resiliencia, ingenieria híbrida, costas, manglares 	"Acciones para fortalecer la resiliencia de las zonas costeras Guillermo Jorge Villalobos Zapata1 1.Instituto EPOMEX-UAC gjvillal@uacam.mx/gjvillazapata@gmail.com La alteración integral de las zonas costeras en México, tanto por eventos y procesos naturales como antrópicos, conlleva a la pérdida de recursos naturales y sus servicios ecosistémicos, además de, incrementar la vulnerabilidad de los asentamientos humanos y su infraestructura presentes en ellas. El desarrollo de asentamientos humanos, desarrollos turísticos y petroleros, vías de comunicación, infraestructura acuícola, entre otros, impactan incrementando: la erosión costera, intrusión del agua marina, pérdida de manglar, pastos marinos, arrecifes y las inundaciones provocadas por mareas de tormenta. Si bien, la capacidad de los ecosistemas costeros para recuperare de alteración es significativa (resiliencia), ésta tiene un límite y la alteración creciente y crónica de los últimos 60 años a las zonas costeras, está siendo rebasada en algunas regiones, como son el litoral Caribe, el litoral centro oriental y el litoral suroriental en el Golfo de México. Para abordar el problema, con una visión de manejo costero integrado, se deben de cambiar paradigmas tradicionales y convencionales y se requiere trabajar con acciones o soluciones innovadoras, para apoyar la resiliencia de estos ecosistemas. En el caso de la erosión costera y pérdida de vegetación de mangle, se empieza a promover e implantar lo que se denomina como ""ingeniería híbrida"", que en algunos casos implica aplicar estructuras de ecosistemas naturales como manglares, arrecifes de ostión, y que puedan crecer literalmente solos, en acompañamiento con estructuras duras dimensionadas al tipo de litoral. Las acciones de ingeniería híbrida, buscan aprovechar las propias fortalezas de los ecosistemas costeros y combinarlas con técnicas apropiadas y diferenciadas de ingeniería costera que generen una solución dinámica, con capacidad de ser implantada a las circunstancias cambiantes de nuestras zonas costeras en Pacífico, Golfo de México y Caribe. "
simposio	ID:490 	De la defaunacion a la refaunacion: un reto impostergable	PROGRAMA DE CONSERVACIÓN DEL SAPO DE CRESTA (INCILIUS CRISTATUS)  	Anfibios, Conservación, Reintroducción, Reproducción ex situ, Sapo de Cresta 	El sapo de cresta (Incilius cristatus) es una especie considerada en peligro crítico por la UICN. Su distribución original comprendía los estados de Puebla y Veracruz. Actualmente se encuentra bastante fragmentada y restringida a áreas remotas. En julio de 2012 se inició el trabajo ex situ con esta especie en Africam Safari, con un total de 5 individuos adultos colectados en la Sierra Norte de Puebla. Seis meses después se logró el primer evento reproductivo con una postura de 856 huevos de los cuales eclosionaron 838 renacuajos con una supervivencia de casi el 42% de los individuos juveniles. En marzo de 2013 se logró un segundo evento reproductivo con  una  postura de  300  huevos de  los  cuales eclosionaron  229  y una  supervivencia  del 72%. El tercer evento reproductivo ocurrió en diciembre de 2014 y representa a la segunda generación de sapos de cresta en cautiverio con poco más de 300 renacuajos en desarrollo. Como estrategia de salida del programa, se realizó una liberación de 140 ejemplares en la localidad donde fueron colectados los adultos tomando todas las medidas sanitarias pertinentes. Todos los ejemplares fueron marcados mediante el corte de falanges en las patas traseras. Durante la liberación participó gente de la comunidad local. Tres meses después, se realizó un monitoreo, encontrando únicamente 8 ejemplares, 7 de la población silvestre y uno del grupo que fue liberado anteriormente. Este individuo incrementó su peso casi 28 veces, demostrando adaptación al medio a pesar de haber nacido en cautiverio. La reproducción exitosa del sapo de cresta ha permitido incrementar el conocimiento sobre su biología, así como un involucramiento de la comunidad en su conservación. El objetivo a futuro consiste en darle continuidad al programa de reproducción en cautiverio, así como a las reintroducciones de animales y al monitoreo de la población silvestre. 
simposio	ID:1275 	De la defaunacion a la refaunacion: un reto impostergable	EL PROGRAMA DE REINTRODUCCIÓN DE LA PALOMA DE SOCORRO: UN EJEMPLO DE REFAUNACIÓN BASADO EN EL RE-ESTABLECIMIENTO DE INTERACCIONES ECOLÓGICAS  	paloma de Socorro, extinta, interacciones ecológicas, reintroducción, conservación ex-situ 	La Paloma de Socorro (Zenaida graysoni), especie endémica de Isla del Socorro, fue extirpada de la vida silvestre alrededor de los años 70s. La especie sobrevivió en cautiverio gracias a los ejemplares vivos colectados por la expedición científica de la California Academy of Sciences en 1925. El componente de conservación ex situ del Proyecto Paloma de Socorro se basa en la cercana cooperación de 30 zoológicos en Europa, Estados Unidos y México. En 2013, Africam Safari Puebla recibió seis individuos provenientes de Estados Unidos lográndo su retorno a nuestro país En 2014, nacieron los primeros polluelos a casi 40 años de la extinción en la vida silvestre de la especie. La estrategia de conservación in situ contempla la restauración de interacciones ecológicas críticas para la Paloma de Socorro que incluye la reforestación de los polígonos de liberación con especies vegetales que proveen alimento, refugio y sitios de anidación así como la incorporación de especies herbáceas y arbustos que faciliten la recolonización de especies de artrópodos presentes en sitios no perturbados. De manera tentativa se planea el primer intento de reintroducción para el año 2017. 
simposio	ID:1268 	De la defaunacion a la refaunacion: un reto impostergable	EXPERIENCIAS EN LA REINTRODUCCIÓN DE LOBO MEXICANO (CANIDAE, CARNIVORA) EN CHIHUAHUA, MÉXICO  	lobo mexicano, reintroduccion, reproduccion, sierra madre occidental 	El lobo mexicano (Canis lupus baileyi) es una especie considerada como extinta en vida libre desde finales de la década de los 1970s por la NOM 059, como parte de la estrategia de recuperación de la subespecie desde hace varios años se ha intentado reestablecer una población en vida libre. Es el objetivo de este trabajo hablar de las experiencias en la liberación de lobo mexicano en el Estado de Chihuahua entre 2012 y 2014. Durante este periodo se ha llevado la liberación de cuatro parejas equipadas con radiotransmisores. Se ha encontrado que sus áreas de actividad varían entre 2,000 y 22,000 km2, la especie está cazando y alimentándose de cuatro especies de mamíferos silvestres (Odocoileus hemionus y O. virginianus, Sylvilagus floridanus, y Pecari tajacu) Asimismo, se han determinado siete eventos de depredación de ganado doméstico a lo largo de 24 meses de estudio. El grado de tolerancia a la reintroducción de la especie en el estado de Chihuahua es variado, desde favorable hasta en contra, reflejándose en una supervivencia de 37.5% de los individuos liberados. Sin embargo, en el mes de junio del 2014 se documentó la primera camada de lobo mexicano en vida libre desde la década de los 1970s. Esto indica que la especie tiene esperanza de recuperarse y potencialmente llegar a tener una población viable en el medio rural de nuestro país. 
simposio	ID:1241 	De la defaunacion a la refaunacion: un reto impostergable	REINTRODUCCIÓN DE PRIMATES MEXICANOS  	Conservación, Primates, Reintroducción, 	En las selvas tropicales del sureste de México habita el mono araña (Ateles geoffroyi), el mono aullador negro (Alouatta pigra) y el de manto (Alouatta palliata). Debido a la acelerada perturbación de su hábitat, muchas de sus poblaciones han quedado aisladas o bien cercanas a asentamientos humanos, esto los hace más susceptibles a la captura o a la cacería furtiva de los infantes para su venta como mascotas. Este tráfico da origen a decomisos de los individuos o bien cuando éstos representan un peligro para quienes los resguardan, entonces son depositados en unidades de rescate o centros de acopio, con la finalidad de una probable liberación. En México la SEMARNAT cuenta con los Centros para la Conservación e Investigación de la vida Silvestre (CIVS), cuya función es la recepción, acopio, albergue y rehabilitación física, clínica y etológica de fauna silvestre; así mismo la Procuraduría Federal de Protección al Ambiente cuya función es procurar la justicia ambiental mediante acciones de inspección, verificación, vigilancia; ambas instituciones con miras a la liberación o reintroducción de estas especies a su hábitat natural de procedencia. A pesar de que estas Instituciones realizan una serie de procedimientos para su reintroducción, aún hay algunas problemáticas de serias consecuencias si no son consideradas; por ejemplo es un gran riesgo la reintroducción sin considerar la procedencia geográfica donde fueron extraídos. Es importante realizar una serie de estudios clínicos para descartar la presencia de parásitos que puedan causar enfermedades a las poblaciones silvestres que no han sido expuestas a estos patógenos. Así también, es importante que estos individuos consideren y reconozcan los recursos alimenticios naturales con los que se alimentarán en el sitio donde se liberen. Esta ponencia, tiene como propósito analizar la factibilidad y poner en la mesa de discusión las diversas consideraciones para la reintroducción de primates mexicanos. 
simposio	ID:470 	De la defaunacion a la refaunacion: un reto impostergable	DIAGNÓSTICO SOCIAL PARA LA REFAUNACIÓN EN UNA RESERVA DEL GOLFO DE MÉXICO  	Diagnóstico social comunitario, Refaunación, Monos aulladores 	La naturaleza y la sociedad conforman un socioecosistema, por ello se deben generar estrategias que permitan el desarrollo integral de grupos humanos mientras buscamos la permanencia de los recursos naturales. Una herramienta efectiva para la restauración ecológica es la refaunación, es decir, la integración de especies de fauna al ecosistema donde ya no están. Algunas especies, como los monos aulladores (MA) se consideran efectivos dispersores de semillas, ayudando al establecimiento y regeneración de la selva. Aunque existen muchos factores bióticos y abióticos a considerar para una refaunación exitosa, el diagnóstico social comunitario ha recibido menos atención. En este sentido, la fauna introducida tiene un impacto en la comunidad humana y, a su vez, es impactada por sus propios intereses. Por ello, el conocer qué beneficios-costos puede ocasionar en la comunidad, un diagnóstico social puede contribuir al diseño efectivo de un programa educativo para los planes de restauración ecosistémica. Nuestro objetivo fue realizar la evaluación social en la Reserva Biológica de La Mancha (Veracruz) para conocer la percepción y conocimientos sobre entorno y la posible introducción de MA. Se realizaron 48 entrevistas a Comunidad de La Mancha (CLM). La estructura de la entrevista consistió en: conocimiento y usos de los recursos naturales, conocimiento y percepción particular de los MA, conocimiento popular de previa presencia de MA en el área y percepción ante la introducción de MA en La Mancha. La percepción de la CLM sobre los primates está influida por los medios de comunicación, desconociendo la fauna silvestre presente y su función ecológica. A la CLM le gustaría ver monos en La Mancha y piensan que no afectarían negativamente; la CLM concluye que falta concientización. Se sugiere una intervención participativa con los tomadores de decisiones para evaluar conjuntamente los beneficios y costos que pudiera obtener la CLM y su patrimonio natural. 
